Unnamed: 0,fixed_code,buggy_code,gumtree_baseline,line_in_dataset,gpt_attempt1,baseline_nodes,gpt_nodes,node_set_match,jaccard_score,precision,recall,f1_score,tp,fp,fn
2124,2124,protected void METHOD_1 ( ) { VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_3 . METHOD_2 ( VAR_4 ) ; VAR_5 = new java.util.ArrayList < > ( ) ; },protected void METHOD_1 ( ) { VAR_3 . METHOD_2 ( VAR_4 ) ; VAR_5 = new java.util.ArrayList < > ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",2412,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
2125,2125,public TYPE_1 METHOD_1 ( ) { return item ; },public TYPE_1 METHOD_1 ( ) { return null ; },"['Insert Literal', 'Delete FieldRead']",2413,['Update TypeReference'],"['Literal', 'FieldRead']",['TypeReference'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
2126,2126,"public void METHOD_1 ( ) { METHOD_2 ( METHOD_3 ( STRING_1 ) ) ; int n = METHOD_4 ( METHOD_5 ( STRING_2 ) , METHOD_6 ( STRING_3 ) , VAR_1 ) ; assertTrue ( ( n == 0 ) ) ; }","public void METHOD_1 ( ) { int n = METHOD_4 ( METHOD_5 ( STRING_2 ) , METHOD_6 ( STRING_3 ) , VAR_1 ) ; assertTrue ( ( n == 0 ) ) ; }","['Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",2416,['Delete Invocation'],"['TypeAccess', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
2127,2127,"public void METHOD_1 ( ) { VAR_1 = new TYPE_1 ( null , STRING_1 ) ; VAR_2 . setText ( STRING_1 ) ; }","public void METHOD_1 ( ) { VAR_1 = new TYPE_1 ( null , STRING_1 ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",2417,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
2128,2128,"public void METHOD_1 ( ) { METHOD_2 ( VAR_1 , VAR_2 , VAR_3 , VAR_4 , VAR_5 , true , false , null , VAR_6 , VAR_7 ) ; }","public void METHOD_1 ( ) { METHOD_2 ( VAR_1 , VAR_2 , false , VAR_4 , VAR_5 , true , false , null , VAR_6 , VAR_7 ) ; }","['Insert Literal', 'Delete TypeAccess']",2418,"['Update VariableRead', 'Move VariableRead']","['Literal', 'TypeAccess']","['VariableRead', 'VariableRead']",Partial Match,0.0,0.0,0.0,0.0,0,2,2
2129,2129,public double t ( double x ) { double t = ( x - ( this . x ) ) / ( this . VAR_1 ) ; java.lang.System.err.println ( ( STRING_1 + t ) ) ; return t ; },public double t ( double x ) { double t = ( x - ( this . x ) ) / ( this . VAR_1 ) ; return t ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete Invocation']",2419,['Delete TypeAccess'],"['TypeAccess', 'FieldRead', 'FieldRead', 'VariableRead', 'BinaryOperator', 'Invocation']",['TypeAccess'],GPT Missed Nodes,0.2,1.0,0.16666666666666666,0.2857142857142857,1,0,5
2130,2130,"public boolean METHOD_1 ( ) { VAR_1 . METHOD_2 ( STRING_1 , VAR_2 . size ( ) , VAR_3 ) ; return ( VAR_2 . size ( ) ) >= ( VAR_3 ) ; }",public boolean METHOD_1 ( ) { return ( VAR_2 . size ( ) ) >= ( VAR_3 ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",2420,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.16666666666666666,0.2857142857142857,1,0,5
2131,2131,"public void METHOD_1 ( ) { android.content.Intent intent = new android.content.Intent ( getActivity ( ) , VAR_1 class ) ; intent . METHOD_2 ( VAR_2 , true ) ; METHOD_3 ( intent ) ; VAR_3 . METHOD_4 ( ) ; }","public void METHOD_1 ( ) { android.content.Intent intent = new android.content.Intent ( getActivity ( ) , VAR_1 class ) ; METHOD_3 ( intent ) ; VAR_3 . METHOD_4 ( ) ; }","['Delete VariableRead', 'Delete TypeAccess', 'Delete Literal', 'Delete Invocation']",2421,['Delete Invocation'],"['VariableRead', 'TypeAccess', 'Literal', 'Invocation']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.25,0.4,1,0,3
2132,2132,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_1 . METHOD_2 ( STRING_1 ) . METHOD_3 ( STRING_2 ) ; VAR_1 . METHOD_2 ( STRING_3 ) . METHOD_3 ( STRING_4 ) ; VAR_1 . METHOD_2 ( STRING_5 ) . METHOD_3 ( STRING_6 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_1 . METHOD_2 ( STRING_1 ) . METHOD_3 ( STRING_2 ) ; VAR_1 . METHOD_2 ( STRING_3 ) . METHOD_3 ( STRING_4 ) ; },"['Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",2422,['Delete Invocation'],"['VariableRead', 'TypeAccess', 'Invocation', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.2,0.33333333333333337,1,0,4
2133,2133,"public void METHOD_1 ( TYPE_1 < TYPE_2 > VAR_1 , TYPE_2 data ) { VAR_2 . METHOD_2 ( data ) ; METHOD_3 ( ) ; if ( ( VAR_3 ) != ( VAR_4 ) ) { VAR_5 . METHOD_4 ( VAR_3 ) ; } }","public void METHOD_1 ( TYPE_1 < TYPE_2 > VAR_1 , TYPE_2 data ) { VAR_2 . METHOD_2 ( data ) ; if ( ( VAR_3 ) != ( VAR_4 ) ) { VAR_5 . METHOD_4 ( VAR_3 ) ; } }",['Delete Invocation'],2423,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
2134,2134,"private void METHOD_1 ( int VAR_1 ) { TYPE_1 . METHOD_2 ( VAR_2 , ( STRING_1 + VAR_1 ) ) ; java.lang.String VAR_3 = getString ( VAR_4 , VAR_1 ) ; VAR_5 . setText ( VAR_3 ) ; }","private void METHOD_1 ( int VAR_1 ) { java.lang.String VAR_3 = getString ( VAR_4 , VAR_1 ) ; VAR_5 . setText ( VAR_3 ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete Invocation']",2424,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'FieldRead', 'VariableRead', 'BinaryOperator', 'Invocation']",['Invocation'],GPT Missed Nodes,0.2,1.0,0.16666666666666666,0.2857142857142857,1,0,5
2135,2135,public void handle ( TYPE_1 event ) { VAR_1 . METHOD_1 ( ) . remove ( VAR_2 ) ; VAR_3 . METHOD_2 ( VAR_2 ) ; },public void handle ( TYPE_1 event ) { VAR_1 . METHOD_1 ( ) . remove ( VAR_2 ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",2425,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
2136,2136,public static void main ( java.lang.String [ ] args ) { java.lang.System.out.print ( STRING_1 ) ; },public static void main ( java.lang.String [ ] args ) { },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",2426,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
2137,2137,public void METHOD_1 ( ) { METHOD_2 ( ) ; METHOD_3 ( ) ; METHOD_4 ( ) ; METHOD_5 ( ) ; METHOD_6 ( ) ; METHOD_7 ( ) ; },public void METHOD_1 ( ) { METHOD_2 ( ) ; METHOD_3 ( ) ; METHOD_4 ( ) ; METHOD_5 ( ) ; METHOD_6 ( ) ; },['Delete Invocation'],2427,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
2138,2138,public void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( ) ; VAR_2 . METHOD_3 ( ) ; VAR_3 . METHOD_3 ( ) ; VAR_4 . METHOD_3 ( ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_3 ( ) ; VAR_3 . METHOD_3 ( ) ; VAR_4 . METHOD_3 ( ) ; },['Delete Invocation'],2428,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
2139,2139,public void METHOD_1 ( ) throws java.lang.Exception { VAR_1 . start ( ) ; VAR_2 . METHOD_2 ( STRING_1 ) ; VAR_3 = new TYPE_1 ( ) ; VAR_3 . METHOD_3 ( VAR_2 . METHOD_4 ( ) ) ; },public void METHOD_1 ( ) throws java.lang.Exception { VAR_1 . start ( ) ; VAR_3 = new TYPE_1 ( ) ; VAR_3 . METHOD_3 ( VAR_2 . METHOD_4 ( ) ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",2429,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
2140,2140,public static void main ( java.lang.String [ ] args ) { java.lang.System.out.println ( STRING_1 ) ; java.lang.System.out.println ( STRING_2 ) ; },public static void main ( java.lang.String [ ] args ) { java.lang.System.out.println ( STRING_1 ) ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",2430,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
2141,2141,public int METHOD_1 ( int VAR_1 ) { METHOD_2 ( VAR_1 ) ; return VAR_2 . getInt ( ( ( this . VAR_3 ) + ( VAR_1 < < INT_1 ) ) ) ; },public int METHOD_1 ( int VAR_1 ) { return VAR_2 . getInt ( ( ( this . VAR_3 ) + ( VAR_1 < < INT_1 ) ) ) ; },"['Delete VariableRead', 'Delete Invocation']",2431,['Delete Invocation'],"['VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2142,2142,public void METHOD_1 ( android.view.View VAR_1 ) { METHOD_2 ( ) ; java.lang.System.exit ( 0 ) ; },public void METHOD_1 ( android.view.View VAR_1 ) { },"['Delete Invocation', 'Delete TypeAccess', 'Delete Literal', 'Delete Invocation']",2432,"['Delete Invocation', 'Delete Invocation']","['Invocation', 'TypeAccess', 'Literal', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.3333333333333333,1.0,0.5,0.6666666666666666,2,0,2
2143,2143,public static void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_1 ( VAR_1 ) ; java.lang.System.out.println ( STRING_1 ) ; VAR_3 . METHOD_2 ( ) ; },public static void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_1 ( VAR_1 ) ; VAR_3 . METHOD_2 ( ) ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",2433,"['Delete Invocation', 'Delete TypeAccess']","['TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation']","['Invocation', 'TypeAccess']",GPT Missed Nodes,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0,2
2144,2144,"public void METHOD_1 ( ) { METHOD_2 ( METHOD_3 ( ) , VAR_1 , true ) ; }","public void METHOD_1 ( ) { METHOD_2 ( false , VAR_1 ) ; }","['Move TypeAccess', 'Update Literal', 'Delete Invocation']",2435,"['Delete Invocation', 'Insert VariableRead']","['TypeAccess', 'Literal', 'Invocation']","['Invocation', 'VariableRead']",Partial Match,0.25,0.5,0.3333333333333333,0.4,1,1,2
2145,2145,"private void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 , VAR_1 , VAR_2 , VAR_3 ) ; ( VAR_1 ) ++ ; METHOD_3 ( INT_1 ) ; METHOD_4 ( ) ; VAR_4 . METHOD_5 ( new TYPE_2 ( VAR_5 ) ) ; }","private void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 , VAR_1 , VAR_2 , VAR_3 ) ; ( VAR_1 ) ++ ; METHOD_3 ( INT_1 ) ; VAR_4 . METHOD_5 ( new TYPE_2 ( this , VAR_5 ) ) ; }","['Insert ThisAccess', 'Delete Invocation']",2436,['Delete Invocation'],"['ThisAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2146,2146,public void init ( ) { java.lang.System.out.println ( STRING_1 ) ; },public void init ( ) { },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",2437,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
2147,2147,"protected void METHOD_1 ( android.view.View VAR_1 ) { android.content.Intent VAR_2 = new android.content.Intent ( this , VAR_3 class ) ; VAR_2 . METHOD_2 ( VAR_4 ) ; METHOD_3 ( VAR_2 ) ; METHOD_4 ( VAR_5 , VAR_6 ) ; }","protected void METHOD_1 ( android.view.View VAR_1 ) { android.content.Intent VAR_2 = new android.content.Intent ( this , VAR_3 class ) ; METHOD_3 ( VAR_2 ) ; METHOD_4 ( VAR_5 , VAR_6 ) ; }","['Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation']",2438,['Delete Invocation'],"['VariableRead', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
2148,2148,"public void METHOD_1 ( TYPE_1 event , float x , float y ) { TYPE_2 . METHOD_2 ( STRING_1 ) ; VAR_1 . METHOD_3 ( VAR_2 . get ( t ) ) ; TYPE_3 . METHOD_4 ( ) ; remove ( ) ; }","public void METHOD_1 ( TYPE_1 event , float x , float y ) { TYPE_2 . METHOD_2 ( STRING_1 ) ; VAR_1 . METHOD_3 ( VAR_2 . get ( t ) ) ; remove ( ) ; }","['Delete TypeAccess', 'Delete Invocation']",2439,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2149,2149,public boolean METHOD_1 ( ) { return ( METHOD_2 ( ) ) > 0 ; },public boolean METHOD_1 ( ) { return true ; },"['Insert Literal', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator']",2440,"['Delete Invocation', 'Delete BinaryOperator', 'Insert Literal']","['Literal', 'Invocation', 'Literal', 'BinaryOperator']","['Invocation', 'BinaryOperator', 'Literal']",Exact Match,1.0,1.0,0.75,0.8571428571428571,3,0,1
2150,2150,public static void METHOD_1 ( ) throws TYPE_1 { TYPE_2 . METHOD_2 ( ) ; TYPE_2 . METHOD_3 ( ) ; TYPE_2 . METHOD_4 ( ) ; TYPE_2 . METHOD_5 ( ) ; TYPE_3 . METHOD_6 ( ) ; },public static void METHOD_1 ( ) throws TYPE_1 { TYPE_2 . METHOD_2 ( ) ; TYPE_2 . METHOD_4 ( ) ; TYPE_2 . METHOD_5 ( ) ; TYPE_3 . METHOD_6 ( ) ; },"['Delete TypeAccess', 'Delete Invocation']",2441,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2151,2151,"public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 pattern ) { METHOD_2 ( VAR_1 . METHOD_3 ( ) , VAR_1 ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 pattern ) { }","['Delete VariableRead', 'Delete Invocation', 'Delete VariableRead', 'Delete Invocation']",2442,['Delete Invocation'],"['VariableRead', 'Invocation', 'VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
2152,2152,public TYPE_1 [ ] METHOD_1 ( ) { if ( ( VAR_1 ) == null ) return null ; TYPE_1 [ ] VAR_2 = new TYPE_1 [ VAR_3 . size ( ) ] ; return VAR_1 . METHOD_2 ( VAR_2 ) ; },public TYPE_1 [ ] METHOD_1 ( ) { TYPE_1 [ ] VAR_2 = new TYPE_1 [ VAR_3 . size ( ) ] ; return VAR_1 . METHOD_2 ( VAR_2 ) ; },"['Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Literal', 'Delete Return', 'Delete Block', 'Delete If']",2443,['Delete Return'],"['FieldRead', 'Literal', 'BinaryOperator', 'Literal', 'Return', 'Block', 'If']",['Return'],GPT Missed Nodes,0.16666666666666666,1.0,0.14285714285714285,0.25,1,0,6
2153,2153,public static void METHOD_1 ( ) { TYPE_1 = TYPE_2 . METHOD_2 ( STRING_1 ) ; TYPE_3 = TYPE_1 . METHOD_3 ( ) ; TYPE_3 . METHOD_4 ( STRING_2 ) . METHOD_5 ( ) ; },public static void METHOD_1 ( ) { TYPE_1 = TYPE_2 . METHOD_2 ( STRING_1 ) ; TYPE_3 = TYPE_1 . METHOD_3 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",2445,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
2154,2154,public synchronized void METHOD_1 ( TYPE_1 event ) { if ( ( VAR_1 . size ( ) ) > ( VAR_2 ) ) { TYPE_2 . METHOD_2 ( STRING_1 ) ; VAR_3 . METHOD_3 ( ) ; } VAR_3 . METHOD_4 ( event ) ; METHOD_5 ( ) ; },public synchronized void METHOD_1 ( TYPE_1 event ) { if ( ( VAR_1 . size ( ) ) > ( VAR_2 ) ) { VAR_3 . METHOD_3 ( ) ; } VAR_3 . METHOD_4 ( event ) ; METHOD_5 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",2446,"['Delete Invocation', 'Delete TypeAccess']","['TypeAccess', 'TypeAccess', 'Invocation']","['Invocation', 'TypeAccess']",Exact Match,1.0,1.0,0.6666666666666666,0.8,2,0,1
2155,2155,"public void METHOD_1 ( TYPE_1 name , TYPE_2 VAR_1 ) { android.widget.Button VAR_2 = ( ( android.widget.Button ) ( METHOD_2 ( VAR_3 ) ) ) ; VAR_4 . setEnabled ( true ) ; VAR_5 = new TYPE_3 ( VAR_1 ) ; METHOD_3 ( ) ; }","public void METHOD_1 ( TYPE_1 name , TYPE_2 VAR_1 ) { android.widget.Button VAR_2 = ( ( android.widget.Button ) ( METHOD_2 ( VAR_3 ) ) ) ; VAR_4 . setEnabled ( true ) ; VAR_5 = new TYPE_3 ( VAR_1 ) ; }",['Delete Invocation'],2447,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
2156,2156,private void METHOD_1 ( TYPE_1 data ) { TYPE_2 VAR_1 = new TYPE_2 ( VAR_2 ) ; VAR_1 . METHOD_2 ( VAR_3 ) ; VAR_4 . setText ( ( ( VAR_5 . size ( ) ) + STRING_1 ) ) ; VAR_6 . METHOD_3 ( VAR_1 ) ; },private void METHOD_1 ( TYPE_1 data ) { TYPE_2 VAR_1 = new TYPE_2 ( VAR_2 ) ; VAR_1 . METHOD_2 ( VAR_3 ) ; VAR_6 . METHOD_3 ( VAR_1 ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Invocation']",2448,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation', 'FieldRead', 'BinaryOperator', 'Invocation']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.16666666666666666,0.2857142857142857,1,0,5
2157,2157,"public synchronized boolean METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 , STRING_2 ) ; return VAR_1 . getBoolean ( VAR_2 , false ) ; }","public synchronized boolean METHOD_1 ( ) { return VAR_1 . getBoolean ( VAR_2 , false ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",2449,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
2158,2158,"public TYPE_1 METHOD_1 ( ) { final java.net.URL url = METHOD_2 ( ) . build ( METHOD_3 ( ) . METHOD_4 ( ) , METHOD_5 ( ) ) ; return new TYPE_1 ( METHOD_3 ( ) , url ) ; }","public TYPE_1 METHOD_1 ( ) { final java.net.URL url = METHOD_2 ( ) . build ( METHOD_3 ( ) . METHOD_4 ( ) ) ; return new TYPE_1 ( METHOD_3 ( ) , url ) ; }",['Delete Invocation'],2450,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
2159,2159,public void METHOD_1 ( TYPE_1 < java.lang.String > t ) { VAR_1 . info ( ( ( METHOD_2 ( true ) ) + STRING_1 ) ) ; },public void METHOD_1 ( TYPE_1 < java.lang.String > t ) { VAR_1 . info ( STRING_1 ) ; },"['Insert TypeAccess', 'Delete Literal', 'Delete Invocation', 'Delete FieldRead', 'Delete BinaryOperator']",2451,['Delete Invocation'],"['TypeAccess', 'Literal', 'Invocation', 'FieldRead', 'BinaryOperator']",['Invocation'],GPT Missed Nodes,0.2,1.0,0.2,0.33333333333333337,1,0,4
2160,2160,"public void METHOD_1 ( ) throws TYPE_1 { TYPE_2 . METHOD_2 ( VAR_1 , STRING_1 ) ; super . METHOD_1 ( ) ; METHOD_3 ( ) ; METHOD_4 ( ) ; }",public void METHOD_1 ( ) throws TYPE_1 { super . METHOD_1 ( ) ; METHOD_3 ( ) ; METHOD_4 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",2452,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
2161,2161,"public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { VAR_2 . METHOD_2 ( VAR_3 . get ( VAR_1 ) , VAR_4 class ) ; VAR_2 . METHOD_3 ( ) ; return VAR_5 . get ( VAR_3 . get ( VAR_1 ) , VAR_4 class ) ; }","public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { return VAR_5 . get ( VAR_3 . get ( VAR_1 ) , VAR_4 class ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",2453,"['Delete Invocation', 'Delete Invocation']","['TypeAccess', 'TypeAccess', 'VariableRead', 'Invocation', 'TypeAccess', 'Invocation', 'TypeAccess', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,2,0,6
2162,2162,"public void METHOD_1 ( TYPE_1 node , java.lang.Object value ) { METHOD_2 ( value ) ; }","public void METHOD_1 ( TYPE_1 node , java.lang.Object value ) { }","['Delete VariableRead', 'Delete Invocation']",2455,['Delete Invocation'],"['VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2163,2163,public void METHOD_1 ( ) { java.lang.System.out.println ( STRING_1 ) ; int VAR_1 = INT_1 ; int VAR_2 = VAR_1 + 1 ; int x = VAR_1 + VAR_2 ; java.lang.System.out.println ( STRING_2 ) ; },public void METHOD_1 ( ) { java.lang.System.out.println ( STRING_1 ) ; int VAR_1 = INT_1 ; int VAR_2 = VAR_1 + 1 ; int x = VAR_1 + VAR_2 ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",2456,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
2164,2164,"protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( this . VAR_1 , STRING_1 ) ; }",protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; },"['Delete TypeAccess', 'Delete ThisAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",2457,['Delete Invocation'],"['TypeAccess', 'ThisAccess', 'FieldRead', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.2,0.33333333333333337,1,0,4
2165,2165,"public void METHOD_1 ( ) { for ( TYPE_1 < TYPE_2 , TYPE_3 > VAR_1 : VAR_2 ) { VAR_3 . METHOD_2 ( VAR_4 ) ; } VAR_2 . METHOD_3 ( ) ; }","public void METHOD_1 ( ) { for ( TYPE_1 < TYPE_2 , TYPE_3 > VAR_1 : VAR_2 ) { VAR_3 . METHOD_2 ( VAR_4 ) ; } }","['Delete TypeAccess', 'Delete Invocation']",2459,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2166,2166,public int METHOD_1 ( ) { return VAR_1 . toLowerCase ( VAR_2 ) . METHOD_1 ( ) ; },public int METHOD_1 ( ) { return VAR_1 . toLowerCase ( ) . METHOD_1 ( ) ; },['Delete TypeAccess'],2460,['Delete VariableRead'],['TypeAccess'],['VariableRead'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
2167,2167,public java.util.List < java.lang.String > METHOD_1 ( ) { return VAR_1 ; },public java.util.LinkedList < java.lang.String > METHOD_1 ( ) { return null ; },"['Update TypeReference', 'Insert Literal', 'Delete FieldRead']",2461,"['Update TypeAccess', 'Update VariableRead']","['TypeReference', 'Literal', 'FieldRead']","['TypeAccess', 'VariableRead']",Partial Match,0.0,0.0,0.0,0.0,0,2,3
2168,2168,public void remove ( TYPE_1 VAR_1 ) { VAR_2 . remove ( VAR_1 ) ; if ( ( VAR_2 . size ( ) ) <= 0 ) VAR_3 = false ; VAR_4 . METHOD_1 ( ) ; },public void remove ( TYPE_1 VAR_1 ) { VAR_2 . remove ( VAR_1 ) ; if ( ( VAR_2 . size ( ) ) <= 0 ) VAR_3 = false ; },"['Delete TypeAccess', 'Delete Invocation']",2462,['Delete Assignment'],"['TypeAccess', 'Invocation']",['Assignment'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
2169,2169,"public int METHOD_1 ( java.util.List < java.util.Set < java.lang.Integer > > VAR_1 , TYPE_1 VAR_2 , int VAR_3 ) { TYPE_2 VAR_4 = new TYPE_2 ( VAR_1 , VAR_5 , VAR_2 , VAR_3 , VAR_6 ) ; return VAR_4 . METHOD_1 ( ) ; }","public int METHOD_1 ( java.util.List < java.util.Set < java.lang.Integer > > VAR_1 , TYPE_1 VAR_2 , int VAR_3 ) { TYPE_2 VAR_4 = new TYPE_2 ( VAR_1 , VAR_5 , VAR_2 , VAR_3 ) ; return VAR_4 . METHOD_1 ( ) ; }",['Delete FieldRead'],2464,['Delete LocalVariable'],['FieldRead'],['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
